country,date,Fiscal Balance,GDP per capita,GDP,Unemployment Rate,Inflation,Population,CPI,bot,inflation,interest,liquidity,debt
China,2018,,,,,,3143582222423.71,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3143582222423.71,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3143582222423.71,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3128983625399.14,,-765.45,,,,
China,2018,,,,,,3128983625399.14,,"27,326.55",,,,
China,2018,,,,,,3128983625399.14,,"87,905.15",,,,
China,2018,,,,,,3128983625399.14,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3128983625399.14,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3128983625399.14,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3131516989540.73,,-765.45,,,,
China,2018,,,,,,3131516989540.73,,"27,326.55",,,,
China,2018,,,,,,3131516989540.73,,"87,905.15",,,,
China,2018,,,,,,3131516989540.73,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3131516989540.73,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3131516989540.73,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3137279052217.51,,-765.45,,,,
China,2018,,,,,,3137279052217.51,,"27,326.55",,,,
China,2018,,,,,,3137279052217.51,,"87,905.15",,,,
China,2018,,,,,,3137279052217.51,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3137279052217.51,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3137279052217.51,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3129124601509.58,,-765.45,,,,
China,2018,,,,,,3129124601509.58,,"27,326.55",,,,
China,2018,,,,,,3129124601509.58,,"87,905.15",,,,
China,2018,,,,,,3129124601509.58,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3129124601509.58,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3129124601509.58,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3106349969057.52,,-765.45,,,,
China,2018,,,,,,3106349969057.52,,"27,326.55",,,,
China,2018,,,,,,3106349969057.52,,"87,905.15",,,,
China,2018,,,,,,3106349969057.52,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3106349969057.52,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3106349969057.52,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3072488044750.48,,-765.45,,,,
China,2018,,,,,,3072488044750.48,,"27,326.55",,,,
China,2018,,,,,,3072488044750.48,,"87,905.15",,,,
China,2018,,,,,,3072488044750.48,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3072488044750.48,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3072488044750.48,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3081044672629.29,,-765.45,,,,
China,2018,,,,,,3081044672629.29,,"27,326.55",,,,
China,2018,,,,,,3081044672629.29,,"87,905.15",,,,
China,2018,,,,,,3081044672629.29,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3081044672629.29,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3081044672629.29,,,121.56,4.35,"3,091,881.26",
China,2018,,,,,,3091881257199.09,,-765.45,,,,
China,2018,,,,,,3091881257199.09,,"27,326.55",,,,
China,2018,,,,,,3091881257199.09,,"87,905.15",,,,
China,2018,,,,,,3091881257199.09,,,130.87,5.04,"424,534.05",
China,2018,,,,,,3091881257199.09,,,140.19,5.29,"20,281.24",
China,2018,,,,,,3091881257199.09,,,121.56,4.35,"3,091,881.26",
China,2019,-6.102,10155.4929447833,14279937500606.5,,2.89923416358227,3107195141695.96,107.0,"5,667.63",134.65,5.10,"441,247.55",
China,2019,-6.102,10155.4929447833,14279937500606.5,,2.89923416358227,3107195141695.96,107.0,"27,962.98",144.05,5.36,"22,214.95",
China,2019,-6.102,10155.4929447833,14279937500606.5,,2.89923416358227,3107195141695.96,107.0,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3109442789199.24,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3109442789199.24,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3109442789199.24,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3117892634165.4,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3117892634165.4,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3117892634165.4,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3114006705314.11,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3114006705314.11,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3114006705314.11,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3119969247138.0,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3119969247138.0,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3119969247138.0,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3138278571356.08,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3138278571356.08,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3138278571356.08,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3123085567179.51,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3123085567179.51,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3123085567179.51,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3126444122668.86,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3126444122668.86,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3126444122668.86,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3111631046532.36,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3111631046532.36,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3111631046532.36,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3124582849725.09,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3124582849725.09,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3124582849725.09,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3114954950009.95,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3114954950009.95,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3114954950009.95,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2019,,,,,,3127493858036.36,,"5,667.63",134.65,5.10,"441,247.55",
China,2019,,,,,,3127493858036.36,,"27,962.98",144.05,5.36,"22,214.95",
China,2019,,,,,,3127493858036.36,,"131,844.30",125.08,4.35,"3,127,493.86",
China,2020,-9.718,10358.2594478784,14687673892882.0,,2.4194218945778,3134967867876.0,112.8,"6,664.18",134.99,5.00,"491,649.02",
China,2020,-9.718,10358.2594478784,14687673892882.0,,2.4194218945778,3134967867876.0,112.8,514.41,145.21,5.26,"25,144.94",
China,2020,-9.718,10358.2594478784,14687673892882.0,,2.4194218945778,3134967867876.0,112.8,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3125925099762.01,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3125925099762.01,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3125925099762.01,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3079722207756.42,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3079722207756.42,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3079722207756.42,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3111307019946.74,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3111307019946.74,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3111307019946.74,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3121640261058.13,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3121640261058.13,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3121640261058.13,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3132890944287.08,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3132890944287.08,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3132890944287.08,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3175529578477.56,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3175529578477.56,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3175529578477.56,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3185741047357.63,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3185741047357.63,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3185741047357.63,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3163405472311.6,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3163405472311.6,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3163405472311.6,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3148891687598.46,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3148891687598.46,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3148891687598.46,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3199686223449.24,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3199686223449.24,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3199686223449.24,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2020,,,,,,3238782371433.72,,"6,664.18",134.99,5.00,"491,649.02",
China,2020,,,,,,3238782371433.72,,514.41,145.21,5.26,"25,144.94",
China,2020,,,,,,3238782371433.72,,"358,572.61",128.11,4.35,"3,238,782.37",
China,2021,,11188.3025403134,17734062645371.4,,0.981015135544851,3232949760553.15,112.55,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,11188.3025403134,17734062645371.4,,0.981015135544851,3232949760553.15,112.55,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,11188.3025403134,17734062645371.4,,0.981015135544851,3232949760553.15,112.55,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3227245917564.29,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3227245917564.29,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3227245917564.29,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3191634629832.5,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3191634629832.5,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3191634629832.5,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3220011826967.84,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3220011826967.84,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3220011826967.84,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3243778695638.98,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3243778695638.98,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3243778695638.98,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3235723813196.99,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3235723813196.99,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3235723813196.99,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3257656758484.76,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3257656758484.76,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3257656758484.76,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3295312462114.08,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3295312462114.08,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3295312462114.08,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3264064261108.95,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3264064261108.95,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3264064261108.95,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3281736347402.21,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3281736347402.21,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3281736347402.21,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3286139765834.59,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3286139765834.59,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3286139765834.59,,"462,807.89",129.37,4.35,"3,313,920.33",
China,2021,,,,,,3313920330628.85,,"20,534.61",137.1,5.00,"496,745.19",
China,2021,,,,,,3313920330628.85,,"3,596.32",145.25,5.26,"26,664.87",
China,2021,,,,,,3313920330628.85,,"462,807.89",129.37,4.35,"3,313,920.33",
Côte d'Ivoire,2018,,4.18156575659939,4.18156575659939,4.55999994277954,0.359409031380664,.,0.359409031380664,,,,,35.63
Côte d'Ivoire,2019,,3.53967784064793,3.53967784064793,3.94899988174438,-1.10686343994202,89.8934173583984,-1.10686343994202,,,,,38.39
Côte d'Ivoire,2020,,-0.632870724243684,-0.632870724243684,4.54400014877319,2.42500656821829,,2.42500656821829,,,,,47.58
Côte d'Ivoire,2021,,4.28849902534103,4.28849902534103,4.45100021362305,4.09195189692858,,4.09195189692858,,,,,52.14
Cameroon,2018,,1445.26776644065,4.20470375672767,6.43200016021729,1.0742994515814,77.0710372924805,,"-1,121.43",,,,
Cameroon,2018,,1445.26776644065,4.20470375672767,6.43200016021729,1.0742994515814,77.0710372924805,,,115.81,,"3,459.33",33.2
Cameroon,2019,,1454.56406402385,3.3020311698994,6.49499988555908,2.45280214062733,.,,"-1,354.60",118.65,,...,36.28
Cameroon,2020,,1419.32820350189,0.474067068129494,7.26100015640259,2.43760882182242,78.2300033569336,,"-1,088.01",121.54,,...,39.39
Cameroon,2021,,1432.8626845743,3.82743043169037,7.12799978256226,2.27185762503631,,,"-1,578.53",124.3,,...,41.02
Congo,2018,,489.382354011428,,8.4680004119873,1.15277896375521,6.302,,"-1,692.79",,,,
Congo,2018,,489.382354011428,,8.4680004119873,1.15277896375521,6.302,,...,,,,
Congo,2018,,489.382354011428,,8.4680004119873,1.15277896375521,6.302,,,,24.75,665.27,
Congo,2018,,489.382354011428,,8.4680004119873,1.15277896375521,6.302,,,122.05,,423.62,
Congo,2018,,489.382354011428,,8.4680004119873,1.15277896375521,6.302,,,,,,77.13
Congo,2019,,494.819226947003,,8.49400043487549,2.20607305781519,6.253,,"-1,718.52",,26.74,"1,194.37",
Congo,2019,,494.819226947003,,8.49400043487549,2.20607305781519,6.253,,"2,910.20",124.74,,988.32,
Congo,2019,,494.819226947003,,8.49400043487549,2.20607305781519,6.253,,,,,,84.8
Congo,2020,,487.43311264638,,9.87100028991699,1.79537147083111,6.206,,-624.34,,25.96,747.66,
Congo,2020,,487.43311264638,,9.87100028991699,1.79537147083111,6.206,,"1,391.32",126.98,,"1,140.50",
Congo,2020,,487.43311264638,,9.87100028991699,1.79537147083111,6.206,,,,,,113.98
Congo,2021,,501.239067350859,,9.42399978637695,1.71564275451263,,,160.71,,23.29,"3,467.12",
Congo,2021,,501.239067350859,,9.42399978637695,1.71564275451263,,,...,129.16,,828.56,
Congo,2021,,501.239067350859,,9.42399978637695,1.71564275451263,,,,,,,103.64
Colombia,2018,,6320.76208436838,211310205400000.0,9.63752689594132,3.24056932930567,1.787,0.626575441123523,"-10,556.19",,,,
Colombia,2018,,6320.76208436838,211310205400000.0,9.63752689594132,3.24056932930567,1.787,0.626575441123523,,136.15,12.11,"47,358.57",41.36
Colombia,2019,,6403.87709573135,217911760100000.0,10.4237188103964,3.52301932741443,1.765,0.598543786450212,"-14,146.15",140.95,11.77,"51,973.47",40.68
Colombia,2020,,5865.65409477439,218217393000000.0,10.7071702845114,2.52663500084712,1.737,0.422147018246115,"-13,089.98",144.51,9.85,"58,247.76",51.91
Colombia,2021,,6418.09775120445,223432682100000.0,14.8603699619255,3.49505757399453,,0.409059549862846,"-20,032.27",149.56,9.34,"57,745.11",51.23
Cabo Verde,2018,,,28.1754250815554,27.1040000915527,1.25699566690509,571202,96.7430947417717,-366.36,,,,
Cabo Verde,2018,,,28.1754250815554,27.1040000915527,1.25699566690509,571202,96.7430947417717,,109.29,8.97,606.43,114.59
Cabo Verde,2019,,,28.500290283735,27.6490001678467,1.1066667429606,577030,96.2425900138086,-281.31,110.5,9.14,737.99,113.98
Cabo Verde,2020,,,33.7787464608005,32.923999786377,0.60579580839551,582640,96.8042401521308,-584.43,111.17,8.19,674.57,145.13
Cabo Verde,2021,,,29.9278422271382,30.6149997711182,1.86215297494637,587925,95.8507511572928,-652.11,113.24,7.62,711.41,142.3
Costa Rica,2018,,12383.1499737386,12383.1499737386,25.1259994506836,2.22111461526584,1.709,103.34356966532,919.01,,,,
Costa Rica,2018,,12383.1499737386,12383.1499737386,25.1259994506836,2.22111461526584,1.709,103.34356966532,,126.2,11.12,"7,500.92",51.58
Costa Rica,2019,,12669.341068679,12669.341068679,31.2819995880127,2.09604635327805,1.632,105.065639806603,"2,423.74",128.85,8.75,"8,937.07",56.08
Costa Rica,2020,,12132.8768848243,12132.8768848243,40.1599998474121,0.724911478131358,1.555,106.728550761271,"2,476.88",129.78,6.64,"7,231.53",67.19
Costa Rica,2021,,12472.4437294954,12472.4437294954,39.2700004577637,1.72647755109235,,107.752542500497,"2,096.33",132.02,5.51,"6,921.17",68.31
Curaçao,2018,,,,,2.58368756641871,159336.0,2.58368756641871,,,,,
Curaçao,2019,,,,,2.62220783425056,157441.0,2.62220783425056,,,,,
Cyprus,2018,,29418.935546875,5306.1,20.1140003204346,1.43549119531762,1218831,1.43549119531762,365.57,,,,
Cyprus,2018,,29418.935546875,5306.1,20.1140003204346,1.43549119531762,1218831,1.43549119531762,,102.25,,351.30,136.91
Cyprus,2019,,29417.138671875,5665.4,16.4969997406006,0.250370996758456,1228836,0.250370996758456,260.12,102.51,,352.68,129
Cyprus,2020,,28036.189453125,5838.7,18.1089992523193,-0.638422797978907,1237537,-0.638422797978907,-332.2,101.86,,392.00,156.24
Cyprus,2021,,31551.81640625,5787.5,17.0890007019043,2.44608867175472,1244188,2.44608867175472,802.51,104.35,,797.46,142.82
Germany,2018,1.950,42928.7412368012,737457.48933824,5.4,1.34229014197559,82905782.0,102.017002833806,"244,737.21",,,,
Germany,2018,1.950,42928.7412368012,737457.48933824,5.4,1.34229014197559,82905782.0,102.017002833806,,111.25,,"59,173.10",39.31
Germany,2019,1.531,43284.6024553493,748000.11716905,5.0,1.38292654829813,83092962.0,103.417236206034,"221,128.11",112.85,,"59,184.53",37.42
Germany,2020,-4.333,41650.4227126493,738869.50567698,5.0,1.75562021562636,83160871.0,105.217536256043,"221,117.44",113.02,,"63,969.35",44.43
Germany,2021,-3.727,42726.485322007,722802.75940298,6.0,1.19602004008016,83196078,106.482676972548,"228,572.71",116.48,,"99,169.06",46.27
Djibouti,2018,-2.87734151,2755.83829341814,71.54886114,73.8929977416992,0.14797085,1057198,0.147970849877116,374.12,,,,
Djibouti,2018,-2.87734151,2755.83829341814,71.54886114,73.8929977416992,0.14797085,1057198,0.147970849877116,,116.39,,454.19,48.09
Djibouti,2019,-0.9175666,2876.04366371536,72.1179067,73.9100036621094,3.31322024,1073994,3.31925372703833,386.01,120.25,,501.86,42.04
Djibouti,2020,-1.73136188,2917.9962809563,75.515933,78.7779998779297,1.78551848,1090156,1.77740783806174,270.1,122.39,,686.34,43.99
Djibouti,2021,-3.3893003,3150.43672926335,78.89530431,77.0339965820313,1.17976375,1105557,,-323.1,...,,588.42,45.95
Dominica,2018,,7586.64614100055,8.92415,,0.989191119189815,70823,,-263.63,,,,
Dominica,2018,,7586.64614100055,8.92415,,0.989191119189815,70823,,,103.87,7.81,191.32,90.01
Dominica,2019,,7936.3048182003,8.558658,,1.50462353858147,71428,,-214.85,105.43,7.54,155.17,89.33
Dominica,2020,,6566.36420769493,10.42841,,-0.727116412668306,71995,,-207.96,104.67,6.90,165.82,118.23
Dominica,2021,,6964.78328182289,,,0.5171721223237,72412,,-184.43,...,6.30,190.84,108.62
Denmark,2018,,56563.4884729669,518425.4,5.4,0.650595548096481,5793636.0,101.0,"21,805.89",,,,
Denmark,2018,,56563.4884729669,518425.4,5.4,0.650595548096481,5793636.0,101.0,,109.52,,"68,199.86",27.45
Denmark,2019,,57203.0277943447,525636.5,5.1,1.32355587693309,5814422.0,102.3,"25,663.14",110.35,,"63,576.94",26.49
Denmark,2020,,55898.7900294456,529455.4,4.7,0.735662269213522,5831404,103.0,"22,860.98",110.81,,"68,777.15",34.72
Denmark,2021,,58359.5839945633,530984.8,6.2,0.529926029969938,5856733,103.6,"26,141.79",112.86,,"78,341.56",29.02
Dominican Republic,2018,,7894.95501697125,,14.8809995651245,3.56443426013507,10765531,,,,,,36.82
Dominican Republic,2019,,8205.14240945814,,15.5780000686646,1.8106037704296,10881882,,,,,,39.6
Dominican Republic,2020,,7571.78265216424,,14.8070001602173,3.78103179915516,10999664,,,,,,55.93
Dominican Republic,2021,,8410.60565617264,,16.9060001373291,8.24300347981817,11117873,,,,,,50.02
Algeria,2018,-4.4258543,4188.22175743517,2.32141335,26.923999786377,4.2699902,3.023,99.54,"-15,701.39",,,,
Algeria,2018,-4.4258543,4188.22175743517,2.32141335,26.923999786377,4.2699902,3.023,99.54,,148.46,8.00,"80,227.70",38.26
Algeria,2019,-5.57936114,4153.00481594021,2.23863163,27.1870002746582,1.95176821,2.988,104.07,"-15,707.64",151.36,8.00,"63,297.61",46.04
Algeria,2020,-6.73990492,3873.5100150745,2.49305348,31.113000869751,2.41513094,2.942,104.14,"-17,445.13",155.02,8.00,"48,882.05",52.27
Algeria,2021,-3.78065149,3943.17198337712,1.93527893,29.3409996032715,7.22606307,,92.21,"-2,546.28",166.22,8.00,"46,054.85",62.99
Ecuador,2018,,5976.24534526558,194042.609375,7.96400022506714,-0.224103246005465,17015672,-0.224103246005465,-890.01,,,,
Ecuador,2018,,5976.24534526558,194042.609375,7.96400022506714,-0.224103246005465,17015672,-0.224103246005465,,123.81,,"1,896.10",42.96
Ecuador,2019,,5863.91056629908,194146.828125,8.72999954223633,0.266012515466136,17343740,0.266012515466136,229.95,124.14,,"1,865.09",49.84
Ecuador,2020,,5331.97661096757,,11.0790004730225,-0.338872392562274,17588595,-0.338872392562274,"2,523.29",123.72,,"5,235.59",no data
Ecuador,2021,,5492.48927051545,,9.14599990844727,0.133251386096455,17797737,0.133251386096455,757.68,123.89,,"6,082.56",no data
Egypt,2018,-9.55870329,3634.83426919152,35.57064337,26.3229999542236,14.4014657807421,103740765,14.4014657807421,"-24,708.59",,,,
Egypt,2018,-9.55870329,3634.83426919152,35.57064337,26.3229999542236,14.4014657807421,103740765,14.4014657807421,,264.38,18.32,"38,609.41",
Egypt,2018,-9.55870329,3634.83426919152,35.57064337,26.3229999542236,14.4014657807421,103740765,14.4014657807421,,,,,no data
Egypt,2019,-7.94825539,3768.62751137457,32.44413589,20.7070007324219,9.15279959324812,105618671,9.15279959324812,"-25,428.19",288.57,16.12,"40,685.37",
Egypt,2019,-7.94825539,3768.62751137457,32.44413589,20.7070007324219,9.15279959324812,105618671,9.15279959324812,,,,,no data
Egypt,2020,-6.97709821,3836.09115358719,32.4212482,18.4230003356934,5.04493288977533,107465134,5.04493288977533,"-32,380.69",303.13,11.37,"34,094.95",
Egypt,2020,-6.97709821,3836.09115358719,32.4212482,18.4230003356934,5.04493288977533,107465134,5.04493288977533,,,,,no data
Egypt,2021,-7.24586816,3898.51658195479,31.2069472,17.8169994354248,5.21404940513043,109262178,5.21404940513043,"-35,699.51",318.94,9.43,"35,089.75",
Egypt,2021,-7.24586816,3898.51658195479,31.2069472,17.8169994354248,5.21404940513043,109262178,5.21404940513043,,,,,no data
Spain,2018,-2.595,27739.8647682529,288307.2,16.5,0.57258911142106,46797754,101.864240605421,"38,485.23",,,,
Spain,2018,-2.595,27739.8647682529,288307.2,16.5,0.57258911142106,46797754,101.864240605421,,110.19,,"59,030.41",89.99
Spain,2019,-3.063,28087.8979203438,295213.8,14.3,0.98182492450422,47134837.0,102.86197554015,"40,911.34",110.96,,"60,943.71",88.06
Spain,2020,-10.268,24785.446714692,281416.4,13.9,1.09709437495885,47365655,103.990315262472,"18,687.13",110.6,,"64,167.57",107.55
Spain,2021,-6.873,26125.8716662745,268950.2,15.8,0.456647671497055,47415750,104.465631046828,"21,189.98",114.02,,"75,723.90",106.22
Estonia,2018,,19611.6109936281,288307.18406468,6.3,3.48552607797486,1.67,3.44129554655871,842.26,,,,
Estonia,2018,,19611.6109936281,288307.18406468,6.3,3.48552607797486,1.67,3.44129554655871,,119.42,,744.75,
Estonia,2018,,19611.6109936281,288307.18406468,6.3,3.48552607797486,1.67,3.44129554655871,,,,,9.32
Estonia,2019,,20269.575137379,295213.84671178,4.3,2.70169456829145,1.66,2.73972602739726,"1,249.41",122.14,,"1,414.26",
Estonia,2019,,20269.575137379,295213.84671178,4.3,2.70169456829145,1.66,2.73972602739726,,,,,9.78
Estonia,2020,,20118.1050729983,281416.4285145,5.1,1.62644298127707,1.58,1.61904761904761,-43.91,121.6,,"1,981.76",
Estonia,2020,,20118.1050729983,281416.4285145,5.1,1.62644298127707,1.58,1.61904761904761,,,,,18.4
Estonia,2021,,21707.2407508041,268950.23549131,7.1,0.223867979813592,,0.234301780693549,-178,127.26,,"2,356.92",
Estonia,2021,,21707.2407508041,268950.23549131,7.1,0.223867979813592,,0.234301780693549,,,,,17.69
Ethiopia,2018,,6.00659416749285,6.00659416749285,4.89900016784668,13.8330356586661,111129438,140.437730348251,"-12,304.55",,,,
Ethiopia,2018,,6.00659416749285,6.00659416749285,4.89900016784668,13.8330356586661,111129438,140.437730348251,,278.49,,"3,977.21",
Ethiopia,2019,,7.31993277810487,7.31993277810487,5.20100021362305,15.8096321719345,114120594,154.833845867281,"-11,639.03",322.52,,"2,980.52",
Ethiopia,2020,,4.38699650321167,4.38699650321167,6.64699983596802,20.3563468559061,117190911,151.285278865665,"-9,455.07",388.17,,"3,046.11",
Ethiopia,2021,,3.57216651203457,3.57216651203457,6.13500022888184,26.8395221557722,120283026,140.763999449899,"-11,363.40",492.36,,...,
Finland,2018,,45627.9198947233,50743.7,8.47130630362286,0.783,5515525.0,0.796733393088339,"-3,434.72",,,,
Finland,2018,,45627.9198947233,50743.7,8.47130630362286,0.783,5515525.0,0.796733393088339,,111.19,,"8,284.16",50.02
Finland,2019,,46135.8814242631,50977.8,6.86595518175887,1.098,5521606.0,1.08684912558049,420.34,112.33,,"9,020.28",49.31
Finland,2020,,45053.758678116,51203.9,6.90414833526596,0.98,5529543.0,0.98719577753883,379.81,112.66,,"10,492.04",57.09
Finland,2021,,46297.2418204236,50698.2,8.11612040034847,0.883,5541017,0.890437475803339,218.91,115.13,,"13,875.63",55.31
Fiji,2018,,5708.99261980924,,15.1450004577637,4.08147637644538,918996,4.8490393413,-432.66,,,,
Fiji,2018,,5708.99261980924,,15.1450004577637,4.08147637644538,918996,4.8490393413,,129.99,5.68,946.37,
Fiji,2018,,5708.99261980924,,15.1450004577637,4.08147637644538,918996,4.8490393413,,,,,44.81
Fiji,2019,,5679.0507253517,,15.4549999237061,1.7731018246027,918465,-0.872600349,-569.7,132.3,6.03,"1,041.78",
Fiji,2019,,5679.0507253517,,15.4549999237061,1.7731018246027,918465,-0.872600349,,,,,48.43
